GENEID	GENENAME	GENEDESCRP	METABOLIC
YMR288W	HSH155	Human Sap Homolog	NA
YOR319W	HSH49	Human Sap Homolog	NA
YKL138C-A	HSK3	Helper of ASK1	NA
YKL101W	HSL1	Histone Synthetic Lethal	NA
YBR133C	HSL7	Histone Synthetic Lethal	NA
YBR272C	HSM3	enHanced Spontaneous Mutability	NA
YOR020C	HSP10	Heat Shock Protein	NA
YLL026W	HSP104	Heat Shock Protein	NA
YFL014W	HSP12	Heat Shock Protein	NA
YJL159W	HSP150	Heat Shock Protein	NA
YBR072W	HSP26	Heat Shock Protein	NA
YCR021C	HSP30	Heat Shock Protein	NA
YDR533C	HSP31	Heat-Shock Protein	NA
YPL280W	HSP32	Heat-Shock Protein	NA
YOR391C	HSP33	Heat-Shock Protein	NA
YDR171W	HSP42	Heat Shock Protein	NA
YLR259C	HSP60	Heat Shock Protein	NA
YDR258C	HSP78	Heat Shock Protein	NA
YPL240C	HSP82	Heat Shock Protein	NA
YOL068C	HST1	Homolog of SIR Two (SIR2)	Yeast7.6
YPL015C	HST2	Homolog of SIR Two (SIR2)	Yeast7.6
YOR025W	HST3	Homolog of SIR Two (SIR2)	Yeast7.6
YDR191W	HST4	Homolog of SIR Two (SIR2)	Yeast7.6
YGR223C	HSV2	Homologous with SVP1	NA
YDR225W	HTA1	Histone h Two A	NA
YBL003C	HTA2	Histone h Two A	NA
YDR224C	HTB1	Histone h Two B	NA
YBL002W	HTB2	Histone h Two B	NA
YHR067W	HTD2	Hydroxyacyl-Thioester Dehydratase	Yeast7.6
YCR020W-B	HTL1	High-Temperature Lethal	NA
YPR033C	HTS1	Histidine-Trna Synthetase	Yeast7.6
YOL012C	HTZ1	Histone Two A Z1	NA
YGR268C	HUA1		NA
YOR284W	HUA2		NA
YNR032C-A	HUB1	Homologous to UBiquitin	NA
YML058W-A	HUG1		NA
YJR036C	HUL4	Hect Ubiquitin Ligase	NA
YGL141W	HUL5	Hect Ubiquitin Ligase	NA
YGL168W	HUR1	HydroxyUrea Resistance	NA
YPL244C	HUT1	Homolog of UDP-galactose Transporter	Yeast7.6
YER039C	HVG1	Homologous to VRG4	NA
YFR053C	HXK1	HeXoKinase	Yeast7.6
YGL253W	HXK2	HeXoKinase	Yeast7.6
YHR094C	HXT1	HeXose Transporter	Yeast7.6
YFL011W	HXT10	HeXose Transporter	Yeast7.6
YOL156W	HXT11	HeXose Transporter	Yeast7.6
YEL069C	HXT13	HeXose Transporter	Yeast7.6
YNL318C	HXT14	HeXose Transporter	Yeast7.6
YDL245C	HXT15	HeXose Transporter	Yeast7.6
YJR158W	HXT16	HeXose Transporter	Yeast7.6
YNR072W	HXT17	HeXose Transporter	Yeast7.6
YMR011W	HXT2	HeXose Transporter	Yeast7.6
YDR345C	HXT3	HeXose Transporter	Yeast7.6
YHR092C	HXT4	HeXose Transporter	Yeast7.6
YHR096C	HXT5	HeXose Transporter	Yeast7.6
YDR343C	HXT6	HeXose Transporter	Yeast7.6
YDR342C	HXT7	HeXose Transporter	Yeast7.6
YJL214W	HXT8	HeXose Transporter	Yeast7.6
YJL219W	HXT9	HeXose Transporter	Yeast7.6
YKL189W	HYM1		NA
YEL034W	HYP2	HYPusine-containing protein	NA
YIR037W	HYR1	HYdroperoxide Resistance	Yeast7.6
YOR126C	IAH1	Isoamyl Acetate-Hydrolyzing esterase	Yeast7.6
YJR122W	IBA57	Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins	NA
YNL164C	IBD2	Inhibition of Bud Division 2	NA
YIL090W	ICE2	Inheritance of Cortical ER	NA
YER065C	ICL1	IsoCitrate Lyase	Yeast7.6
YPR006C	ICL2	IsoCitrate Lyase	Yeast7.6
YER078C	ICP55	Intermediate Cleaving Peptidase	NA
YBR157C	ICS2	Increased Copper Sensitivity	NA
YJL077C	ICS3	Increased Copper Sensitivity	NA
YLR099C	ICT1	Increased Copper Tolerance	NA
YMR195W	ICY1	Interacting with the CYtoskeleton	NA
YNL037C	IDH1	Isocitrate DeHydrogenase	Yeast7.6
YOR136W	IDH2	Isocitrate DeHydrogenase	Yeast7.6
YPL117C	IDI1	Isopentenyl Diphosphate Isomerase	Yeast7.6
YDL066W	IDP1	"Isocitrate Dehydrogenase, NADP-specific"	Yeast7.6
YLR174W	IDP2	"Isocitrate Dehydrogenase, NADP-specific"	Yeast7.6
YNL009W	IDP3	"Isocitrate Dehydrogenase, NADP-dependent"	Yeast7.6
YJL146W	IDS2	IME2-Dependent Signaling	NA
YFL013C	IES1	Ino Eighty Subunit	NA
YNL215W	IES2	Ino Eighty Subunit	NA
YLR052W	IES3	Ino Eighty Subunit	NA
YOR189W	IES4	Ino Eighty Subunit	NA
YER092W	IES5	Ino Eighty Subunit	NA
YEL044W	IES6	Ino Eighty Subunit	NA
YBR159W	IFA38		Yeast7.6
YLR223C	IFH1	Interacts with Fork Head	NA
YOL023W	IFM1	Initiation Factor of Mitochondria	NA
YFR017C	IGD1	Inhibitor of Glycogen Debranching	NA
YNL157W	IGO1	Initiation of G zerO	NA
YHR132W-A	IGO2	Initiation of G zerO	NA
YHR187W	IKI1	Insensitive to KIller toxin	NA
YLR384C	IKI3	Insensitive to KIller toxin	NA
YJL057C	IKS1		NA
YJR118C	ILM1	Increased Loss of Mitochondrial DNA	NA
YBL076C	ILS1	IsoLeucine-tRNA Synthetase	Yeast7.6
YER086W	ILV1	IsoLeucine-plus-Valine requiring	Yeast7.6
YMR108W	ILV2	IsoLeucine-plus-Valine requiring	Yeast7.6
YJR016C	ILV3	IsoLeucine-plus-Valine requiring	Yeast7.6
YLR355C	ILV5	IsoLeucine-plus-Valine requiring	Yeast7.6
YCL009C	ILV6	IsoLeucine Valine	Yeast7.6
YGR287C	IMA1	IsoMAltase	Yeast7.6
YOL157C	IMA2	IsoMAltase	NA
YIL172C	IMA3	IsoMAltase	Yeast7.6
YJL221C	IMA4	IsoMAltase	Yeast7.6
YJL216C	IMA5	IsoMAltase	Yeast7.6
YAR073W	IMD1	IMP Dehydrogenase	NA
YHR216W	IMD2	IMP Dehydrogenase	Yeast7.6
YLR432W	IMD3	IMP Dehydrogenase	Yeast7.6
YML056C	IMD4	IMP Dehydrogenase	Yeast7.6
YJR094C	IME1	Inducer of MEiosis	NA
YJL106W	IME2	Inducer of MEiosis	NA
YGL192W	IME4	Inducer of MEiosis	NA
YCR046C	IMG1	Integrity of Mitochondrial Genome	NA
YCR071C	IMG2	Integrity of Mitochondrial Genome	NA
YLR309C	IMH1	shares with Integrins and Myosins significant Homology	NA
YJR138W	IML1	Increased Minichromosome Loss	NA
YJL082W	IML2	Increased Minichromosome Loss	NA
YBR107C	IML3	Increased Minichromosome Loss	NA
YGR031W	IMO32	Intermediate cleaved by Mitochondrial Octapeptidyl aminopeptidase	NA
YMR150C	IMP1	Inner Membrane Protease	NA
YMR035W	IMP2	Inner Membrane Protease	NA
YIL154C	IMP2'	Independent of Mitochondrial Particle	NA
YHR148W	IMP3	Interacting with Mpp10p	NA
YNL075W	IMP4	Interacting with Mpp10p	NA
YLR413W	INA1	INdicator of Abscission	NA
YPL099C	INA17	INner membrane Assembly 17 kDa	NA
YIR024C	INA22	INner membrane Assembly 22 kDa	NA
YDL181W	INH1	INHibitor (of F1F0-ATPase)	NA
YHR046C	INM1	INositol Monophosphatase	Yeast7.6
YDR287W	INM2	INositol Monophosphatase	Yeast7.6
YNL152W	INN1	required for INgressioN	NA
YJL153C	INO1	INOsitol requiring	Yeast7.6
YDR123C	INO2	INOsitol requiring	NA
YOL108C	INO4	INOsitol requiring	NA
YGL150C	INO80	INOsitol requiring	NA
YMR204C	INP1	INheritance of Peroxisomes	NA
YMR163C	INP2	INheritance of Peroxisomes	NA
YIL002C	INP51	INositol polyphosphate 5-Phosphatase	Yeast7.6
YNL106C	INP52	INositol polyphosphate 5-Phosphatase	Yeast7.6
YOR109W	INP53	INositol polyphosphate 5-Phosphatase	Yeast7.6
YOL065C	INP54	INositol polyphosphate 5-Phosphatase	Yeast7.6
YLR095C	IOC2	Iswi One Complex	NA
YFR013W	IOC3	Iswi One Complex	NA
YMR044W	IOC4	Iswi One Complex	NA
YJR141W	IPA1	Important for cleavage and PolyAdenylation	NA
YHR085W	IPI1	Involved in Processing ITS2	NA
YNL182C	IPI3	Involved in Processing ITS2	NA
YDR315C	IPK1	Inositol Polyphosphate Kinase	Yeast7.6
YPL209C	IPL1	Increase in PLoidy	NA
YBR011C	IPP1	Inorganic PyroPhosphatase	Yeast7.6
YDR072C	IPT1	InositolPhosphoTransferase	Yeast7.6
YPL242C	IQG1	IQGAP-related protein	NA
YBR140C	IRA1	Inhibitory Regulator of the RAS-cAMP pathway	NA
YOL081W	IRA2	Inhibitory Regulator of the RAS-cAMP pathway	NA
YOL015W	IRC10	Increased Recombination Centers	NA
YOR013W	IRC11	Increased Recombination Centers	NA
YOR235W	IRC13	Increased Recombination Centers	NA
YOR135C	IRC14		NA
YPL017C	IRC15	Increased Recombination Centers	NA
YPR038W	IRC16	Increased Recombination Centers	NA
YJL037W	IRC18	Increased Recombination Centers	NA
YLL033W	IRC19	Increased Recombination Centers	NA
YDR112W	IRC2	Increased Recombination Centers	NA
YLR247C	IRC20	Increased Recombination Centers	NA
YMR073C	IRC21	Increased Recombination Centers	NA
YEL001C	IRC22	Increased Recombination Centers	NA
YOR044W	IRC23	Increased Recombination Centers	NA
YIR036C	IRC24	Increased Recombination Centers	NA
YLR021W	IRC25	Increased Recombination Centers	NA
YDR332W	IRC3	Increased Recombination Centers	NA
YDR540C	IRC4	Increased Recombination Centers	NA
YFR038W	IRC5	Increased Recombination Centers	NA
YFR043C	IRC6	Increased Recombination Centers	NA
YFR055W	IRC7	Increased Recombination Centers	NA
YJL051W	IRC8	Increased Recombination Centers	NA
YJL142C	IRC9	Increased Recombination Centers	NA
YHR079C	IRE1	Inositol REquiring	NA
YIL026C	IRR1	IRRegular cell behavior	NA
YKR019C	IRS4	Increased rDNA Silencing	NA
YLL027W	ISA1	Iron Sulfur Assembly	NA
YPR067W	ISA2	Iron Sulfur Assembly	NA
YER019W	ISC1	Inositol phosphoSphingolipid phospholipase C	Yeast7.6
YER180C	ISC10	message Induced in Sporogenesis in S. Cervisiae	NA
YER048W-A	ISD11	"Iron-Sulfur protein biogenesis, Desulfurase-interacting protein"	NA
YMR081C	ISF1	Increasing Suppression Factor	NA
YPL040C	ISM1	Isoleucyl tRNA Synthetase of Mitochondria	Yeast7.6
YOR155C	ISN1	IMP-Specific 5'-Nucleotidase	Yeast7.6
YPR106W	ISR1	Inhibition of Staurosporine Resistance	NA
YNL265C	IST1	Increased Sodium Tolerance	NA
YBR086C	IST2	Increased Sodium Tolerance	NA
YIR005W	IST3	Increased Sodium Tolerance	NA
YPL135W	ISU1	IScU homolog	NA
YOR226C	ISU2	IscU homolog	NA
YBR245C	ISW1	Imitation SWitch subfamily	NA
YOR304W	ISW2	Imitation SWitch subfamily	NA
YJR050W	ISY1	Interactor of SYf1p	NA
YGL133W	ITC1	Imitation switch Two Complex	NA
YDR497C	ITR1	myo-Inositol TRansporter	Yeast7.6
YOL103W	ITR2	myo-Inositol TRansporter	Yeast7.6
YML068W	ITT1	Inhibitor of Translation Termination	NA
YDR229W	IVY1	Interacting with Vps33p and Ypt7p	NA
YDL115C	IWR1	Interacts With RNA polymerase II	NA
YKL032C	IXR1	Intrastrand cross (X)-link Recognition	NA
YDR492W	IZH1	Implicated in Zinc Homeostasis	NA
YOL002C	IZH2	Implicated in Zinc Homeostasis	NA
YLR023C	IZH3	Implicated in Zinc Homeostasis	NA
YOL101C	IZH4	Implicated in Zinc Homeostasis	NA
YGL018C	JAC1	J-type Accessory Chaperone	NA
YJL073W	JEM1	DnaJ-like protein of the ER Membrane	NA
YKL217W	JEN1		Yeast7.6
YER051W	JHD1	JmjC domain-containing Histone Demethylase	NA
YJR119C	JHD2	JmjC domain-containing Histone Demethylase	NA
YPR061C	JID1	DnaJ protein Involved in ER-associated Degradation	NA
YLR331C	JIP3	Jumonji domain Interacting Protein	NA
YDR475C	JIP4	Jumonji domain Interacting Protein	NA
YPR169W	JIP5	Jumonji domain Interacting Protein	NA
YNL227C	JJJ1	J-protein (Type III)	NA
YJL162C	JJJ2	J-protein (Type III)	NA
YJR097W	JJJ3	J-protein (Type III)	NA
YLL057C	JLP1	dnaJ-Like Protein	Yeast7.6
YMR132C	JLP2	dnaJ-Like Protein	NA
YMR294W	JNM1	Just Nuclear Migration	NA
YJR091C	JSN1	Just Say No	NA
YKR038C	KAE1	Kinase-Associated Endopeptidase	NA
YBR017C	KAP104	KAryoPherin	NA
YGL241W	KAP114	KAryoPherin	NA
YPL125W	KAP120	KAryoPherin	NA
YGL016W	KAP122	KAryoPherin	NA
YER110C	KAP123	KAryoPherin	NA
YLR347C	KAP95	KAryoPherin	NA
YNL188W	KAR1	KARyogamy	NA
YJL034W	KAR2	KARyogamy	NA
YPR141C	KAR3	KARyogamy	NA
YCL055W	KAR4	KARyogamy	NA
YMR065W	KAR5	KARyogamy	NA
YPL269W	KAR9	KARyogamy	NA
YCL024W	KCC4		NA
YJR054W	KCH1	Potassium (K) regulator of CcH1	NA
YDR017C	KCS1	pKC1 Suppressor	Yeast7.6
YKL161C	KDX1	Kinase Dead X-talker	NA
YFR042W	KEG1	Kre6-binding ER protein responsible for Glucan synthesis	NA
YDR367W	KEI1	Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis	Yeast7.6
YHR158C	KEL1	KELch repeat	NA
YGR238C	KEL2	KELch repeat	NA
YPL263C	KEL3	KELch	NA
YPL145C	KES1	KrE11-1 Suppressor	NA
YGL203C	KEX1	Killer EXpression defective	NA
YNL238W	KEX2	Killer EXpression defective	NA
YIL125W	KGD1	alpha-KetoGlutarate Dehydrogenase	Yeast7.6
YDR148C	KGD2	alpha-KetoGlutarate Dehydrogenase	Yeast7.6
YJL094C	KHA1	K/H ion Antiporter	NA
YHR102W	KIC1	Kinase that Interacts with Cdc31p	NA
YDR122W	KIN1	KINase	NA
YLR096W	KIN2	KINase	NA
YDL108W	KIN28	protein KINase	NA
YAR018C	KIN3	protein KINase	NA
YOR233W	KIN4	KINase	NA
YCR091W	KIN82	protein KINase	NA
YBL063W	KIP1	KInesin related Protein	NA
YPL155C	KIP2	KInesin related Protein	NA
YGL216W	KIP3	KInesin related Protein	NA
YKL168C	KKQ8		NA
YDL049C	KNH1	Kre9(Nine) Homolog	NA
YLL019C	KNS1	Kinase Next to SPA2	NA
YHR186C	KOG1	Kontroller Of Growth	NA
YNL322C	KRE1	Killer toxin REsistant	NA
YDR483W	KRE2	Killer toxin REsistant	Yeast7.6
YDR532C	KRE28		NA
YER038C	KRE29	Killer toxin REsistant	NA
YNL132W	KRE33	Killer toxin REsistant	NA
YOR336W	KRE5	Killer toxin REsistant	NA
YPR159W	KRE6	Killer toxin REsistant	Yeast7.6
YJL174W	KRE9	Killer toxin REsistant	NA
YNL308C	KRI1	KRR1-Interacting protein	NA
YCL059C	KRR1	contains KRR-R motif	NA
YDR037W	KRS1	Lysyl (K) tRNA Synthetase	Yeast7.6
YNL024C-A	KSH1	"KSH (similar to the Hungarian word for ""small"")"	NA
YHR082C	KSP1	Kinase Suppressing Prp20-10	NA
YGR040W	KSS1	Kinase Suppressor of Sst2 mutations	NA
YBL071W-A	KTI11	Kluveromyces lactis Toxin Insensitive	NA
YKL110C	KTI12	Kluveromyces lactis Toxin Insensitive	NA
YOR099W	KTR1	Kre Two Related	Yeast7.6
YKR061W	KTR2	Kre Two Related	Yeast7.6
YBR205W	KTR3	Kre Two Related	Yeast7.6
YBR199W	KTR4	Kre Two Related	Yeast7.6
YNL029C	KTR5	Kre Two Related	Yeast7.6
YPL053C	KTR6	Kre Two Related	Yeast7.6
YIL085C	KTR7	Kre Two Related	NA
YGL079W	KXD1	KxDL homolog	NA
YJL207C	LAA1	Large AP-1 Accessory	NA
YKL008C	LAC1	Longevity-Assurance gene Cognate (LAG1 Cognate)	Yeast7.6
YHL003C	LAG1	Longevity Assurance Gene	Yeast7.6
YOL025W	LAG2	Longevity Assurance Gene	NA
YHR155W	LAM1	Lipid transfer protein Anchored at Membrane contact sites	NA
YHR080C	LAM4	Lipid transfer protein Anchored at Membrane contact sites	NA
YFL042C	LAM5	Lipid transfer protein Anchored at Membrane contact site	NA
YLR072W	LAM6	Lipid transfer protein Anchored at Membrane contact site	NA
YNL045W	LAP2	Leucine AminoPeptidases	Yeast7.6
YNL239W	LAP3	Leucine AminoPeptidases	NA
YKR063C	LAS1	Lethal in the Absence of SSD1-v	NA
YOR181W	LAS17		NA
YJL062W	LAS21	Local Anestheticum Sensitive	NA
YNL071W	LAT1		Yeast7.6
YMR296C	LCB1	Long-Chain Base	Yeast7.6
YDR062W	LCB2	Long-Chain Base	Yeast7.6
YJL134W	LCB3	Long-Chain Base	Yeast7.6
YOR171C	LCB4	Long-Chain Base	Yeast7.6
YLR260W	LCB5	Long-Chain Base	Yeast7.6
YDR499W	LCD1	"Lethal, Checkpoint-defective, DNA damage sensitive"	NA
YPL056C	LCL1	Long Chronological Lifespan	NA
YLR104W	LCL2	Long Chronological Lifespan 2	NA
YGL085W	LCL3	Long Chronological Lifespan 3	NA
YER127W	LCP5	Lethal with Conditional Pap1	NA
YCL005W	LDB16	Low Dye Binding	NA
YDL146W	LDB17	Low Dye Binding	NA
YLL049W	LDB18	Low Dye Binding	NA
YOR322C	LDB19	Low Dye Binding	NA
YBL006C	LDB7	Low Dye Binding	NA
YBR204C	LDH1	Lipid Droplet Hydrolase	Yeast7.6
YAL018C	LDS1	Lipid Droplets in Sporulation	NA
YOL047C	LDS2	Lipid Droplets in Sporulation	NA
YPL213W	LEA1	Looks Exceptionally like U2A	NA
YPL054W	LEE1		NA
YNL323W	LEM3	Ligand-Effect Modulator	NA
YOR123C	LEO1	LEft Open reading frame	NA
YGL009C	LEU1	LEUcine biosynthesis	Yeast7.6
YCL018W	LEU2	LEUcine biosynthesis	Yeast7.6
YLR451W	LEU3	LEUcine biosynthesis	NA
YNL104C	LEU4	LEUcine biosynthesis	Yeast7.6
YHR002W	LEU5	LEUcine biosynthesis	Yeast7.6
YOR108W	LEU9	LEUcine biosynthesis	Yeast7.6
YPL055C	LGE1	LarGE cells	NA
YDL051W	LHP1	La-Homologous Protein	NA
YKL073W	LHS1	Lumenal Hsp Seventy	NA
YJR070C	LIA1	Ligand of eIF5A	NA
YGL090W	LIF1	Ligase Interacting Factor	NA
YJR107W	LIH1	LIpase Homolog	NA
YHR156C	LIN1	LINk	NA
YMR298W	LIP1	Lag1p/Lac1p Interacting Protein	Yeast7.6
YLR239C	LIP2	LIPoyl ligase	NA
YOR196C	LIP5	LIPoic acid	NA
YLL007C	LMO1	eLMO homolog	NA
YHR192W	LNP1	LuNaPark family member	NA
YPR139C	LOA1	Lysophosphatidic acid: Oleoyl-CoA Acyltransferase	NA
YFR001W	LOC1	LOCalization of mRNA	NA
YJL038C	LOH1	Loss Of Heterozygosity	NA
YKL205W	LOS1	Loss Of Suppression	NA
YKL183W	LOT5	LOw Temperature-responsive	NA
YLR011W	LOT6	LOw Temperature-responsive	Yeast7.6
YFL018C	LPD1	LiPoamide Dehydrogenase	Yeast7.6
YOR059C	LPL1	LD phospholipase	NA
YDR503C	LPP1	Lipid Phosphate Phosphatase	Yeast7.6
YOR084W	LPX1	Lipase of PeroXisomes	NA
YCL051W	LRE1	Laminarase REsistance	NA
YDL240W	LRG1	Lim-RhoGap homolog	NA
YNR008W	LRO1	Lecithin cholesterol acyl transferase Related Open reading frame	Yeast7.6
YHR081W	LRP1	Like RrP6	NA
YDR439W	LRS4	Loss of RDNA Silencing	NA
YGR136W	LSB1	Las Seventeen Binding protein	NA
YFR024C-A	LSB3	Las Seventeen Binding protein	NA
YCL034W	LSB5	Las Seventeen Binding protein	NA
YJL100W	LSB6	Las Seventeen Binding protein	Yeast7.6
YOR142W	LSC1	Ligase of Succinyl-CoA	Yeast7.6
YGR244C	LSC2	Ligase of Succinyl-CoA	Yeast7.6
YGL099W	LSG1	Large-Subunit Gtpase	NA
YJL124C	LSM1	Like SM	NA
YHR121W	LSM12	Like SM	NA
YBL026W	LSM2	Like SM	NA
YLR438C-A	LSM3	Like SM	NA
YER112W	LSM4	Like SM	NA
YER146W	LSM5	Like SM	NA
YDR378C	LSM6	Like SM	NA
YNL147W	LSM7	Like SM	NA
YJR022W	LSM8	Like SM	NA
YJR005C-A	LSO1	Late-annotated Small Open reading frame	NA
YGR169C-A	LSO2	Late-annotated Small Open reading frame	NA
YPL004C	LSP1	Long chain bases Stimulate Phosphorylation	NA
YKL176C	LST4	Lethal with Sec Thirteen	NA
YGR057C	LST7	Lethal with Sec Thirteen	NA
YNL006W	LST8	Lethal with Sec Thirteen	NA
YAL024C	LTE1	Low Temperature Essential	NA
YNL260C	LTO1	required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen	NA
YPR073C	LTP1	Low molecular weight protein Tyrosine Phosphatase	NA
YKL143W	LTV1	Low Temperature Viability	NA
YDL087C	LUC7	Lethal Unless Cap-binding complex is produced	NA
YNL268W	LYP1	LYsine-specific Permease	Yeast7.6
YIR034C	LYS1	LYSine requiring	Yeast7.6
YIL094C	LYS12	LYSine requiring	Yeast7.6
YDR034C	LYS14	LYSine requiring	NA
YBR115C	LYS2	LYSine requiring	Yeast7.6
YDL182W	LYS20	LYSine requiring	Yeast7.6
YDL131W	LYS21	LYSine	Yeast7.6
YDR234W	LYS4	LYSine requiring	Yeast7.6
YGL154C	LYS5	LYSine requiring	Yeast7.6
YNR050C	LYS9	LYSine requiring	Yeast7.6
YMR021C	MAC1	Metal binding ACtivator	NA
YGL086W	MAD1	Mitotic Arrest-Deficient	NA
YJL030W	MAD2	Mitotic Arrest-Deficient	NA
YJL013C	MAD3	Mitotic Arrest-Deficient	NA
YKL029C	MAE1	MAlic Enzyme	Yeast7.6
YDR005C	MAF1		NA
YER142C	MAG1	3-MethylAdenine DNA Glycosylase	NA
YLR427W	MAG2		NA
YEL053C	MAK10	MAintenance of Killer	NA
YKL021C	MAK11	MAintenance of Killer	NA
YAL025C	MAK16	MAintenance of Killer	NA
YDR060W	MAK21	MAintenance of Killer	NA
YPR051W	MAK3	MAintenance of Killer	NA
YCR020C-A	MAK31	MAintenance of Killer	NA
YCR019W	MAK32	MAintenance of Killer	NA
YBR142W	MAK5	MAintenance of Killer	NA
YGR289C	MAL11	MALtose fermentation	Yeast7.6
YGR292W	MAL12	MALtose fermentation	Yeast7.6
YGR288W	MAL13	MALtose fermentation	NA
YBR298C	MAL31	MALtose fermentation	Yeast7.6
YBR299W	MAL32	MALtose	Yeast7.6
YBR297W	MAL33	MALtose	NA
YER106W	MAM1	Monopolar microtubule Attachment during Meiosis I	NA
YOL060C	MAM3		NA
YIL070C	MAM33	Mitochondrial Acidic Matrix protein	NA
YNR073C	MAN2	MANnitol dehydrogenase	NA
YLR244C	MAP1	Methionine AminoPeptidase	NA
YBL091C	MAP2	Methionine AminoPeptidase	NA
YLR163C	MAS1	Mitochondrial ASsembly	NA
YHR024C	MAS2	Mitochondrial ASsembly	NA
YCR040W	MATALPHA1	MATing type protein ALPHA	NA
YCR039C	MATALPHA2	MATing type protein ALPHA	NA
YBR185C	MBA1	Multi-copy Bypass of AFG3	NA
YJL199C	MBB1		NA
YOR298C-A	MBF1	Multiprotein Bridging Factor	NA
YDL056W	MBP1	MluI-box Binding Protein	NA
YKL093W	MBR1	Mitochondrial Biogenesis Regulation	NA
YOR197W	MCA1	MetaCAspase	NA
YDL003W	MCD1	Mitotic Chromosome Determinant	NA
YKL165C	MCD4	Morphogenesis Checkpoint Dependent	Yeast7.6
YDL054C	MCH1	MonoCarboxylate transporter Homolog	NA
YKL221W	MCH2	MonoCarboxylate transporter Homolog	NA
YOL119C	MCH4	MonoCarboxylate transporter Homolog	NA
YOR306C	MCH5	MonoCarboxylate transporter Homolog	NA
YNL307C	MCK1	Meiosis and Centromere regulatory Kinase	NA
YMR043W	MCM1	MiniChromosome Maintenance	NA
YIL150C	MCM10	MiniChromosome Maintenance	NA
YPR046W	MCM16	MiniChromosome Maintenance	NA
YBL023C	MCM2	MiniChromosome Maintenance	NA
YDR318W	MCM21	MiniChromosome Maintenance	NA
YJR135C	MCM22	MiniChromosome Maintenance	NA
YEL032W	MCM3	MiniChromosome Maintenance	NA
YPR019W	MCM4	MiniChromosome Maintenance	NA
YLR274W	MCM5	MiniChromosome Maintenance	NA
YGL201C	MCM6	MiniChromosome Maintenance	NA
YBR202W	MCM7	MiniChromosome Maintenance	NA
YOR228C	MCP1	Mdm10 Complementing Protein	NA
YLR253W	MCP2	Mdm10 Complementing Protein	NA
YKL150W	MCR1	Mitochondrial NADH-Cytochrome b5 Reductase	NA
YOR221C	MCT1	Malonyl-CoA:ACP Transferase	Yeast7.6
YBR227C	MCX1	Mitochondrial ClpX	NA
YGR012W	MCY1	putative Mitochondrial CYsteine synthase	NA
YJR024C	MDE1	Methylthioribulose-1-phosphate DEhydratase	NA
YNL173C	MDG1	Multicopy suppressor of Defective G-protein	NA
YKL085W	MDH1	Malate DeHydrogenase	Yeast7.6
YOL126C	MDH2	Malate DeHydrogenase	Yeast7.6
YDL078C	MDH3	Malate DeHydrogenase	Yeast7.6
YFL016C	MDJ1	Mitochondrial DnaJ	NA
YNL328C	MDJ2	Mitochondrial DnaJ homolog	NA
YLR188W	MDL1	MultiDrug resistance-Like	NA
YPL270W	MDL2	MultiDrug resistance-Like	NA
YML104C	MDM1	Mitochondrial Distribution and Morphology	NA
YAL010C	MDM10	Mitochondrial Distribution and Morphology	NA
YOL009C	MDM12	Mitochondrial Distribution and Morphology	NA
YOL076W	MDM20	Mitochondrial Distribution and Morphology	NA
YLR368W	MDM30	Mitochondrial Distribution and Morphology	NA
YHR194W	MDM31	Mitochondrial Distribution and Morphology	NA
YOR147W	MDM32	Mitochondrial Distribution and Morphology	NA
YGL219C	MDM34	Mitochondrial Distribution and Morphology	NA
YKL053C-A	MDM35	Mitochondrial Distribution and Morphology	NA
YPR083W	MDM36	Mitochondrial Distribution and Morphology	NA
YOL027C	MDM38	Mitochondrial Distribution and Morphology	NA
YLR106C	MDN1	MiDasiN	NA
YGR100W	MDR1	Mac1-Dependent Regulator	NA
YGL197W	MDS3	Mck1 Dosage Suppressor	NA
YJL112W	MDV1	Mitochondrial DiVision	NA
YOL111C	MDY2	Mating-Deficient Yeast	NA
YBR136W	MEC1	Mitosis Entry Checkpoint	NA
YLR288C	MEC3	Mitosis Entry Checkpoint	NA
YPR070W	MED1	MEDiator complex	NA
YMR112C	MED11	MEDiator complex	NA
YDL005C	MED2	MEDiator complex	NA
YOR174W	MED4	MEDiator complex	NA
YHR058C	MED6	MEDiator complex	NA
YOL135C	MED7	MEDiator complex	NA
YBR193C	MED8	MEDiator complex	NA
YLR069C	MEF1	Mitochondrial Elongation Factor	NA
YJL102W	MEF2	Mitochondrial Elongation Factor	NA
YKR007W	MEH1	Multicopy suppressor of Ers1 Hygromycin B sensitivity	NA
YER044C-A	MEI4	MEIosis-specific	NA
YPL121C	MEI5	MEIosis	NA
YOR351C	MEK1	MEiotic Kinase	NA
YBR126W-A	MEO1	Mini ER ORF	NA
YGR121C	MEP1		Yeast7.6
YNL142W	MEP2		Yeast7.6
YPR138C	MEP3		Yeast7.6
YNL210W	MER1	MEiotic Recombination	NA
YGR264C	MES1	MEthionyl-tRNA Synthetase	Yeast7.6
YKR069W	MET1	METhionine requiring	Yeast7.6
YFR030W	MET10	METhionine requiring	Yeast7.6
YPL023C	MET12	METhionine requiring	Yeast7.6
YGL125W	MET13	METhionine requiring	Yeast7.6
YKL001C	MET14	METhionine requiring	Yeast7.6
